,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,day_of_week,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
29955,36,admin.,married,university.degree,1,0,1,telephone,apr,mon,5,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
29956,39,admin.,married,high.school,1,0,1,cellular,apr,mon,149,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29957,57,self-employed,married,basic.4y,1,0,1,cellular,apr,mon,627,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29958,37,blue-collar,married,high.school,1,1,1,cellular,apr,mon,943,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29959,34,admin.,single,university.degree,1,0,1,cellular,apr,mon,305,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29960,54,admin.,married,university.degree,1,0,0,cellular,apr,tue,235,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29961,64,retired,married,university.degree,1,0,1,cellular,apr,tue,146,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29962,31,technician,single,university.degree,1,1,0,cellular,apr,tue,333,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29963,56,self-employed,married,university.degree,1,1,1,cellular,apr,tue,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29965,64,retired,married,university.degree,1,0,0,cellular,apr,tue,159,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29966,53,admin.,married,university.degree,1,0,1,cellular,apr,tue,142,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29967,54,management,married,university.degree,1,0,1,cellular,apr,tue,336,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29969,57,retired,married,basic.4y,1,0,0,telephone,apr,tue,1348,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29970,19,student,single,unknown,1,0,1,telephone,apr,tue,396,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29971,31,technician,single,university.degree,1,1,1,telephone,apr,tue,207,17,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29973,44,unknown,divorced,unknown,1,1,1,cellular,apr,tue,189,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29974,41,technician,married,university.degree,1,1,1,cellular,apr,tue,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29976,47,housemaid,single,professional.course,1,0,1,cellular,apr,tue,100,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29978,70,retired,married,basic.6y,1,0,1,cellular,apr,tue,252,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29979,54,management,married,university.degree,1,0,1,cellular,apr,tue,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29980,54,management,married,university.degree,1,1,1,cellular,apr,tue,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29982,66,retired,married,basic.4y,1,0,1,cellular,apr,tue,63,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
29983,29,technician,single,university.degree,1,1,1,cellular,apr,tue,95,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29984,65,self-employed,married,professional.course,1,1,1,telephone,apr,tue,110,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29986,20,student,single,unknown,1,0,0,cellular,apr,tue,47,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29987,47,housemaid,married,basic.4y,1,1,1,cellular,apr,tue,645,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29988,34,admin.,divorced,high.school,1,1,1,cellular,apr,tue,446,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29989,34,admin.,divorced,high.school,1,0,1,cellular,apr,tue,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29990,34,admin.,divorced,high.school,1,0,1,telephone,apr,tue,946,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29992,53,admin.,married,university.degree,1,0,1,cellular,apr,tue,158,2,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,1
29993,31,technician,single,university.degree,1,0,1,telephone,apr,tue,847,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29994,47,housemaid,single,professional.course,1,0,1,cellular,apr,tue,242,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29996,19,student,single,unknown,1,0,0,cellular,apr,tue,278,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29998,64,retired,married,university.degree,1,1,1,cellular,apr,tue,157,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
29999,27,services,single,high.school,1,0,1,cellular,apr,tue,204,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30000,31,technician,single,university.degree,1,1,1,telephone,apr,tue,126,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30001,61,admin.,married,university.degree,1,0,1,cellular,apr,wed,183,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30002,46,admin.,married,university.degree,1,0,1,telephone,apr,wed,94,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30003,46,admin.,married,university.degree,1,0,1,telephone,apr,wed,154,8,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30004,23,admin.,single,university.degree,1,0,1,cellular,apr,wed,71,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30005,33,admin.,single,university.degree,1,0,1,telephone,apr,wed,220,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30006,29,admin.,single,high.school,1,0,0,telephone,apr,wed,186,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30007,23,admin.,single,university.degree,1,1,0,cellular,apr,wed,343,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30008,23,admin.,single,university.degree,1,1,1,cellular,apr,wed,341,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30009,30,unemployed,single,university.degree,1,0,1,cellular,apr,wed,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30010,23,admin.,single,university.degree,1,0,1,cellular,apr,wed,621,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30011,23,admin.,single,university.degree,1,0,1,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30012,52,blue-collar,married,basic.4y,1,0,1,cellular,apr,wed,315,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30013,45,self-employed,single,basic.9y,1,0,1,cellular,apr,wed,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30014,23,admin.,single,university.degree,1,1,1,cellular,apr,wed,314,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
30015,45,technician,divorced,university.degree,1,1,0,telephone,apr,wed,101,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30016,29,admin.,single,high.school,1,1,0,cellular,apr,wed,319,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,1
30017,46,admin.,married,university.degree,1,0,1,cellular,apr,wed,164,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30018,64,retired,married,basic.4y,1,0,1,cellular,apr,wed,104,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,1
30019,29,admin.,single,university.degree,1,0,1,cellular,apr,wed,145,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30020,64,retired,married,university.degree,1,0,1,cellular,apr,wed,102,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30021,39,admin.,married,university.degree,1,1,1,cellular,apr,wed,94,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30022,37,services,single,high.school,1,0,1,cellular,apr,wed,165,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30023,25,admin.,single,high.school,1,0,1,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30024,55,admin.,married,high.school,1,1,0,cellular,apr,wed,307,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
30025,54,technician,married,professional.course,1,0,1,cellular,apr,wed,138,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30026,48,admin.,married,university.degree,1,0,1,cellular,apr,wed,87,9,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30027,57,management,divorced,unknown,1,1,1,cellular,apr,wed,279,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30028,50,technician,divorced,basic.9y,1,0,1,cellular,apr,wed,91,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30029,25,admin.,single,high.school,1,0,1,cellular,apr,wed,108,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30030,61,retired,married,basic.4y,1,0,1,cellular,apr,wed,245,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
30031,65,retired,married,university.degree,1,1,1,cellular,apr,wed,124,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30032,60,technician,married,professional.course,1,1,1,cellular,apr,wed,107,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30033,30,student,single,unknown,1,0,1,cellular,apr,wed,176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30034,39,admin.,married,university.degree,1,1,1,cellular,apr,wed,382,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30035,30,student,single,unknown,1,0,1,cellular,apr,wed,116,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30036,52,blue-collar,married,basic.4y,1,0,1,cellular,apr,wed,229,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30037,58,retired,single,professional.course,1,0,1,cellular,apr,wed,1288,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30038,60,blue-collar,married,professional.course,1,0,1,cellular,apr,wed,545,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30039,19,student,single,basic.4y,1,1,0,cellular,apr,wed,371,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
30040,25,admin.,single,university.degree,1,0,1,cellular,apr,thu,229,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30041,34,unknown,married,basic.4y,1,0,1,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30042,62,self-employed,married,university.degree,1,0,0,telephone,apr,thu,164,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30043,53,retired,married,basic.9y,1,1,1,telephone,apr,thu,67,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30044,34,unknown,married,basic.4y,1,0,1,cellular,apr,thu,477,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30045,34,unknown,married,basic.4y,1,0,0,cellular,apr,thu,94,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30046,61,admin.,married,university.degree,1,0,0,cellular,apr,thu,266,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30047,52,blue-collar,married,basic.6y,1,1,1,cellular,apr,thu,247,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30048,37,technician,single,high.school,1,0,1,telephone,apr,thu,201,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30049,44,admin.,married,university.degree,1,1,1,cellular,apr,thu,172,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30050,35,technician,married,university.degree,1,1,1,cellular,apr,thu,270,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30051,50,admin.,married,university.degree,1,0,0,telephone,apr,thu,413,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30052,27,student,single,university.degree,1,1,1,telephone,apr,thu,141,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30053,38,technician,married,professional.course,1,0,0,cellular,apr,thu,117,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30054,42,technician,married,high.school,1,0,1,cellular,apr,thu,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30055,33,self-employed,married,university.degree,1,1,1,telephone,apr,thu,155,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30056,43,admin.,married,university.degree,1,1,1,cellular,apr,thu,522,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30057,34,unknown,married,basic.4y,1,0,0,cellular,apr,thu,91,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30058,28,blue-collar,single,basic.9y,1,0,1,cellular,apr,thu,106,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30059,28,blue-collar,single,basic.9y,1,0,0,cellular,apr,thu,333,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30060,26,student,single,high.school,1,0,1,cellular,apr,thu,116,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
30061,37,technician,single,high.school,1,0,1,telephone,apr,thu,77,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30062,29,student,single,high.school,1,1,1,cellular,apr,thu,86,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30064,31,admin.,single,university.degree,1,1,1,cellular,apr,thu,115,16,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
30065,28,blue-collar,single,basic.9y,1,0,1,cellular,apr,fri,65,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30066,30,technician,single,university.degree,1,0,1,cellular,apr,fri,143,1,999,1,failure,-1.8,93.075,-47.1,1.4,5099.1,0
30067,50,admin.,married,university.degree,1,0,1,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,1
30068,36,admin.,married,high.school,1,1,1,cellular,apr,fri,78,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30071,64,retired,married,high.school,1,0,1,cellular,apr,fri,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30072,64,management,married,high.school,1,0,1,cellular,apr,fri,693,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,1
30073,27,student,single,university.degree,1,1,1,cellular,apr,fri,227,1,999,1,failure,-1.8,93.075,-47.1,1.4,5099.1,1
30074,38,technician,single,university.degree,1,1,1,cellular,apr,fri,202,5,999,1,failure,-1.8,93.075,-47.1,1.4,5099.1,1
30075,66,retired,married,professional.course,1,0,0,cellular,apr,fri,222,4,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30076,64,retired,married,university.degree,1,1,1,cellular,apr,fri,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30077,34,unknown,married,basic.4y,1,1,0,cellular,apr,fri,83,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,0
30078,33,services,single,high.school,1,0,1,cellular,apr,mon,44,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30079,71,retired,married,university.degree,1,0,0,telephone,apr,mon,89,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30081,27,management,married,university.degree,1,1,1,cellular,apr,mon,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30082,36,management,married,university.degree,1,1,1,cellular,apr,mon,98,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30083,28,unemployed,single,high.school,1,1,1,cellular,apr,mon,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
30084,28,blue-collar,single,basic.9y,1,1,1,cellular,apr,mon,218,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30085,28,blue-collar,single,basic.9y,1,1,1,cellular,apr,mon,107,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30086,64,retired,married,university.degree,1,1,1,telephone,apr,mon,227,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30087,27,admin.,single,university.degree,1,0,1,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
30088,27,management,married,university.degree,1,1,1,cellular,apr,mon,444,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
30089,55,services,divorced,professional.course,1,1,1,cellular,apr,mon,88,1,999,1,failure,-1.8,93.075,-47.1,1.392,5099.1,0
30090,41,admin.,married,high.school,1,1,1,cellular,apr,mon,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30091,53,admin.,single,high.school,1,0,1,cellular,apr,mon,167,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30092,38,admin.,divorced,university.degree,1,1,1,cellular,apr,mon,360,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
30093,38,admin.,divorced,university.degree,1,1,1,cellular,apr,mon,62,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30095,62,self-employed,married,university.degree,1,1,1,cellular,apr,mon,66,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30096,23,management,single,university.degree,1,0,1,cellular,apr,mon,122,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
30097,38,technician,married,professional.course,1,0,1,cellular,apr,mon,90,2,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30098,34,unknown,married,basic.4y,1,1,1,telephone,apr,mon,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
30099,27,admin.,single,university.degree,1,0,1,cellular,apr,tue,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30100,52,blue-collar,married,basic.6y,1,1,1,cellular,apr,tue,139,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30102,61,retired,divorced,university.degree,1,0,1,cellular,apr,tue,118,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30103,38,admin.,divorced,university.degree,1,0,1,cellular,apr,tue,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,1
30104,38,services,married,high.school,1,1,1,cellular,apr,tue,186,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30105,61,technician,married,university.degree,1,1,1,cellular,apr,tue,50,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30106,23,management,single,university.degree,1,0,1,cellular,apr,tue,56,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30107,31,admin.,single,university.degree,1,0,1,cellular,apr,tue,101,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,0
30108,51,blue-collar,married,basic.6y,1,0,1,cellular,apr,wed,89,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
30109,33,admin.,single,high.school,1,0,1,cellular,apr,wed,507,3,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,1
30110,47,services,married,high.school,1,0,1,cellular,apr,wed,636,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,1
30111,33,admin.,single,high.school,1,0,1,cellular,apr,wed,961,2,999,1,failure,-1.8,93.075,-47.1,1.372,5099.1,1
30112,30,technician,single,university.degree,1,1,1,cellular,apr,wed,80,5,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
30113,53,admin.,single,high.school,1,0,0,telephone,apr,wed,75,3,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
30114,69,retired,married,high.school,1,0,1,cellular,apr,wed,153,4,999,1,failure,-1.8,93.075,-47.1,1.372,5099.1,0
30116,30,technician,single,university.degree,1,0,1,telephone,apr,wed,169,8,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
30117,52,management,divorced,professional.course,1,0,1,cellular,apr,wed,85,7,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,0
30118,24,technician,single,university.degree,1,0,1,cellular,apr,thu,170,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30119,31,management,single,university.degree,1,0,1,cellular,apr,thu,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30120,24,technician,single,university.degree,1,0,1,cellular,apr,thu,192,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30121,33,admin.,married,university.degree,1,1,1,cellular,apr,thu,179,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30122,35,admin.,single,university.degree,1,0,0,cellular,apr,thu,358,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30123,27,admin.,single,university.degree,1,1,1,cellular,apr,thu,523,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30125,60,admin.,married,professional.course,1,0,1,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30126,60,retired,married,high.school,1,1,1,cellular,apr,thu,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30127,58,retired,married,basic.4y,1,0,1,cellular,apr,thu,185,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30128,39,technician,married,professional.course,1,0,1,cellular,apr,thu,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30129,60,retired,divorced,professional.course,1,0,1,cellular,apr,thu,968,1,5,2,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30130,31,technician,single,university.degree,1,0,1,cellular,apr,thu,701,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30131,39,technician,married,professional.course,1,0,1,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30132,28,admin.,single,high.school,1,1,1,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30133,18,student,single,basic.4y,1,1,1,cellular,apr,thu,108,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30134,26,admin.,single,university.degree,1,0,1,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30135,44,admin.,married,university.degree,1,1,1,cellular,apr,thu,109,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30136,55,admin.,married,unknown,1,0,1,cellular,apr,thu,525,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30137,30,admin.,single,university.degree,1,1,1,cellular,apr,thu,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30138,31,admin.,single,university.degree,1,0,1,cellular,apr,thu,63,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30139,30,admin.,single,university.degree,1,1,1,cellular,apr,thu,662,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30140,53,admin.,single,university.degree,1,1,1,cellular,apr,thu,494,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30141,46,admin.,married,high.school,1,1,1,cellular,apr,thu,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30142,46,management,married,university.degree,1,0,1,cellular,apr,thu,364,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30143,39,services,married,high.school,1,0,1,cellular,apr,thu,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30144,35,services,married,high.school,1,0,1,cellular,apr,thu,412,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30145,31,admin.,single,university.degree,1,1,1,cellular,apr,thu,353,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30146,46,admin.,married,high.school,1,1,1,telephone,apr,thu,268,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30147,21,admin.,single,high.school,1,1,1,cellular,apr,thu,264,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30149,40,admin.,married,university.degree,1,1,0,cellular,apr,thu,499,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30150,51,services,married,basic.6y,1,1,1,cellular,apr,thu,407,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30152,60,admin.,married,high.school,1,1,1,cellular,apr,thu,447,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30153,48,entrepreneur,married,university.degree,1,0,1,cellular,apr,thu,62,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30154,57,retired,married,university.degree,1,0,0,telephone,apr,thu,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30155,54,management,married,university.degree,1,0,1,cellular,apr,thu,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30156,54,management,married,university.degree,1,0,1,cellular,apr,thu,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30157,40,admin.,married,high.school,1,0,1,cellular,apr,thu,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30158,48,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,619,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30159,49,management,married,university.degree,1,0,1,cellular,apr,thu,387,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30160,40,admin.,married,high.school,1,0,1,cellular,apr,thu,401,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30161,33,services,married,high.school,1,0,1,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30163,34,technician,single,professional.course,1,0,1,cellular,apr,thu,313,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30164,53,management,divorced,university.degree,1,1,1,cellular,apr,thu,152,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30165,48,entrepreneur,married,university.degree,1,0,1,cellular,apr,thu,871,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30166,53,management,divorced,university.degree,1,0,1,cellular,apr,thu,297,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30167,24,student,single,professional.course,1,0,1,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30168,46,admin.,married,high.school,1,0,1,cellular,apr,thu,231,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30169,43,admin.,married,university.degree,1,1,1,cellular,apr,thu,104,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30170,40,blue-collar,married,basic.9y,1,1,1,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30171,41,management,married,basic.6y,1,1,1,cellular,apr,thu,281,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
